NAME（名字）,ALIAS（别名）,ACTORS（演员）,COVER（图片）,DIRECTORS（导演）,GENRES（分类）,LANGUAGES,REGIONS（国家）,RELEASE_DATE（时间）,STORYLINE（简介）
康定情歌,新康定情歌,苏有朋/居文沛/蒲巴甲/翁虹/卢奇/何政军/张光北/吴军/马以/谢润/袁文霆,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p678178958.jpg,江平,剧情/战争/冒险,汉语普通话,中国大陆,2010/11/5,1949年的一声春雷，使那沉睡已久的雪山也幡然惊醒，古老而神秘的土地上酝酿着一场翻天覆地的变化。1950年的一天，位于四川西南的甘孜迎来了一支红色的队伍，解放军进驻此地，开始修建连接藏区和外部世界的川藏铁路。刚刚大学毕业的地质专业技术员李苏杰（苏有朋 饰）随军前来，一腔热情报效祖国。偶然的机会，解放军搭救了一个落水的贵族，在李苏杰的提议下，贵族释放了两个农奴，其中包括名叫达娃（居文沛 饰）的藏族姑娘。李苏杰不仅砸烂了禁锢她的锁链，也打开了她蒙昧闭锁的心灵。
铠甲勇士之帝皇侠,铠甲勇士 / 铠甲勇士之皇帝侠,唐禹哲/袁成杰/陈真希,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2159539513.jpg,郑国伟,科幻,汉语普通话,中国大陆,2010/1/23,铠甲勇士们战胜了暗影黑魔兽，地球重新回归了平静和安宁，然而，唯一没有被封印的魔兽10号成为了美真（杨亚 饰）的心头大患，她找到了子阳（唐禹哲 饰），将保护世界和平的重任交付给了他。
预审,,任程伟/刘威葳/吴刚/毛俊杰/吴佩慈,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1918546796.jpg,周友朝,剧情/犯罪,汉语普通话,中国大陆,2010/4/15,在一次抓赌行动中，年轻的片警李晓阳中弹身亡。转眼5年过去，当年与李晓阳有过一面之缘的刑警大队长马格菲（任程伟 饰），在调查涉嫌经济犯罪的某公司总经理王明礼时，意外发现关于李晓阳遇害一案的蛛丝马迹，而王的反常举动更令他疑窦丛生。他开始顺藤摸瓜，先从王的妻子嘉樱出入手调查，随后又在某射击场得到新的进展。此外，马与妻子邵静的关系甚为紧张，他接近嘉樱的行为引起了妻子的猜忌，而在和嘉樱接触过程中马的内心也发生细微的变化。
活该你单身,,贺军翔/林心如/吴大维/高菲/张超/爱戴/王刚/陶虹/赵雅芝/何洁,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513025771.jpg,蔡心,喜剧/爱情,汉语普通话,中国大陆,2010/6/15,英俊潇洒的栗正（贺军翔 饰）在家姐栗影（高菲 饰）的“真爱俱乐部”担任“真爱调查员”，出面接触委托人的未婚妻或者女友，为这些多疑男人的婚姻大事把脉，栗正的这份工作做起来得心应手，同时倍感疲惫。栗影的俱乐部接待了一位新的委托人——钻石王老五萧枫（吴大维 饰），栗影芳心大动，指派弟弟再次出马，令其勾引萧枫的未婚妻菲尔（林心如 饰），好促成自己和萧枫。任心理咨询师的菲儿颇有主见，使栗正大感棋逢对手，数次接触之后，栗正竟对菲儿暗生情愫。另一方面，栗影以调查做借口介入萧枫的生活，但随着四人的了解渐渐加深，栗家姐弟发现事情并没有那么简单……
初恋风暴,,杨祐宁/陈妍希/汤志伟/陈孝萱/萱野可芬/樊光耀/王琄/林宗仁,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p697210393.jpg,江丰宏,爱情,汉语普通话,中国台湾,2010/11/26,凯恩（陈妍希 饰）是个品学兼优的学生，近来发现妈妈（陈孝萱 饰）言行有些诡异。阿哲（杨佑宁 饰）是一名沉溺网络游戏的宅男，平日里不善言语，可他发现自己的老爸（汤志伟 饰）最近一个时期仿佛有什么瞒着他人的心事。这天，凯恩的妈妈要公差十天，恰巧，阿哲的爸爸也要外出十天，凯恩与阿哲顿感诧异，因为一往生活风平浪靜、和谐美满，谁都不想自己的父母出轨，但今天的过于巧合还是引起了两个孩子的猜疑，他们决定跟踪追击，并制作一个挽救各自家庭的“超级破坏计划”。凯恩与阿哲找到了他们藏匿的物证，有信件、录音带，还有日记本，果然发现了端倪，原来二十年前的今天，他们相约到某地约会，而此时正是二十年后的约会时刻。料定自己的父母要私奔的二人不顾马上开始的大学考试，踏上了“捉奸”的旅程……
鱼狗,,谢承均/白歆惠/张雁名/刘心悠/陈恩峰,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2377290615.jpg,邝盛,动作/爱情/犯罪,普通话/国语,中国台湾,2010/9/3,故事发生在我国台湾。鱼仔（张雁名 饰）为重金所诱惑，替人刺杀某议员，不料流弹击中警员阿狗（陈恩峰 饰）的妻子美萍（白歆惠 饰），其女佩佩（陈诗颖 饰）受惊过度导制自闭，阿狗誓言緝拿凶手为妻报仇。四支被误为凶手遭警方击毙，但阿狗断定真凶另有其人。这天，鱼仔与阿狗不期而遇，并发现彼此竟是多年前的同乡，待他意识到鱼仔就是真凶时，鱼仔已泅水快速逃走。鱼仔诱拐了佩佩潜回久违的老家，年迈的父亲竟把佩佩看作多年前过世的女儿，令站在旁边的鱼仔泪盈双眼。女儿遭绑，生性暴戾的阿狗带鱼仔的妻小前往解救，经过一番良心的救赎，他们互换了人质......
一只狗的大学时光,,薛之谦/林源/王学兵/邓紫飞/蒋璐霞/钱志君/游本昌/陈英俊/赵英龙,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p620582085.jpg,卢正雨,剧情/喜剧/爱情,汉语普通话,中国大陆,2010/9/3,大一军训打靶场，体力不支的大一新生YOYO（林园饰）在精神紧张的情况下误射了男同学齐俊（薛之谦饰）。命悬一线的齐俊，因为一条挺身而出的拉布拉多小狗而化险为夷。阳光帅气的齐俊更因为这次机缘而成为了美丽动人又古灵精怪的女孩YOYO的男朋友。不仅如此，这条神奇的小狗也让齐俊、YOYO、柚子（蒋璐霞饰）、克赛（邓紫飞饰）、T哥（赵英龙饰）和大雄（钱志君饰）这六位少年成为了密友。他们给小狗取名为“Sunny”，Sunny从此成为了他们共同的好朋友。他们怀着无限的憧憬开始了大学生活，誓要在这四年内完成各自的梦想！
我是植物人,,李乃文/冯波,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p629755844.jpg,王竞,剧情,汉语普通话,中国大陆,2010/10/15,因一场意外，俐俐（冯波 饰）身受重伤，手术过后更成了没有意识的植物人。虽然经过很长一段时间奇迹般苏醒，但是却全然忘记自己的身份和来历。
小题大做,,句号/杨紫/凌琳/沙溢/姜超/张少华/洪剑涛/金琳淳/王翀,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p504872585.jpg,王万东,剧情/喜剧,汉语普通话,中国大陆,2010/6/18,的哥石大伟（句号 饰）做梦都想发财。一天，他行驰途中因观看旁边一白衣女子与人吵架，注意力不集中，发生车祸，被男孩彭麟钊（金琳淳 饰）赖上，在医院里，他发现彭手中有装大量现金的背包，贪心大起，从其手中哄骗过来，然后送彭麟钊回了家。彭的父母不在，家中只有两个奇怪的男人，做贼心虚的石大伟恐事情败露，溜之大吉，不料被人跟踪。惊魂未定的大伟重返彭家打探，彭麟钊向他叙述了下午被两陌生男人带走的过程，大伟疑那两人是绑匪，遂将彭接回自己家中。大伟的女儿小桃（杨紫 饰）高考落榜，心情沮丧，见爸爸带一陌生男孩回家，心中生疑。夜里，大伟打开背包，里面竟然有三十万现金，不料就在这时，歹徒潜入......
七小罗汉,,曾志伟/陈思诚/牛萌萌/马健/东方闻樱/王浩/张真/贾惠景/王劲/赵一龙/王怡东/傅家缘,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p532593821.jpg,傅华阳,喜剧/动作,汉语普通话,中国大陆,2010/7/23,休休大师（曾志伟 饰）有七个弟子，他分别用乐谱的七个音符来命名，毎日向他们传授北斗七星罗汉阵。一天，休休大师下山给人看病，临行留下书信一封，告诫徒儿们好生习武，震守山门。常言道，山中无老虎，猴子称大王，师父一走，山上立刻乱了套。古寺中藏有震庙之宝，寺外歹人早就虎视耽耽，趁休休下山，以九纹龙（陈思成 饰）为首的四人盗宝组化装进香游客伺机盗宝。没想到他们低估了七小罗汉，一交手便落入七小罗汉看似不经意编织的陷阱，就在小罗汉们感到胜券在握之机，恼羞成怒的九纹龙炸毁了寺庙，并挟持了一名小罗汉，在休休的禅房中歪打正着地得到了震庙之宝。目睹此景，小罗汉们后悔万分，悔不该不听师父的话，如今误了大事……
暑假,,赵秀丽/石向嵘/李雪宁,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2467236047.jpg,邹亚林,剧情/家庭/儿童,普通话/国语,中国大陆,2010/6/12,二十世纪七十年代，表兄妹“红旗”、“小丫头”到外公家过暑假。其间，外公一直想让他俩喊自己刚续弦的老伴作外婆。由于父母不准他们认同后外婆和年幼腼腆，兄妹俩一直金口难开！但当后外婆与欺负红旗的大脑壳家人讲理遭辱骂病倒后，兄妹俩态度开始了转变……
拉卜楞人家,,德姬/邵桐/洛桑念扎/田嘟嘟/德青卓玛,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2496459981.jpg,徐鸿钧,剧情,普通话/国语,中国大陆,2010/5/11,以著名藏传佛教寺院拉卜楞寺为背景，通过—个藏族四合院里四对年轻人和—个老人的不同经历和故事，讲述这个历史悠久的草原小城在改革开放后发生的巨大变化，也从另—个侧面反映了藏族和汉族的和谐融合。拉卜楞寺位于夏河县，创建于1709年，是甘、青、川藏区的宗教文化中心，也是藏传佛教格鲁派六大宗主寺之一，历经300年的发展，现已成为全国藏经最多的寺院，也是世界最大的藏学学府，拥有神秘的宗教文化和独特的人文风情。故事讲述了北京崭露头角的藏族模特央吉措回到了草原小镇拉卜楞，要与青梅竹马的恋人贡布结婚，可当她面对家人，面对贡布时，她的决定又动摇了。改革使这个历史悠久的草原小城充满了生机，牧民群众生活发生着巨大的变化，小城的生活已经不只是甜甜的歌谣，悠扬的牧笛，物质与精神在这里碰撞和交融，人们似乎在重新塑造着自我，可又感到了迷惑和不安。
异度公寓,,萧蔷/张兆辉/马天宇/姚琳娜/阿穆隆/谢纯鑫,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p487955060.jpg,蒋国权,惊悚,汉语普通话,中国大陆,2010/6/4,美女作家梅子（萧蔷 饰）和身为天龙集团总裁的丈夫王天成（张兆辉 饰）过着养尊处优的幸福生活，但是这个家庭的美满被突如其来的灾祸摧毁。他们可爱的儿子小云意外夭亡，从此梅子沉浸在悲痛中无法自拔，精神恍惚，独自在家时经常能听到儿子的声音，并看到他的身影。王天成则一心扑在事业，在此过程中情感也慢慢移向他方。多数时间独守空房的梅子为异象折磨得痛苦不堪，她转而求助好友孟一凡（马天宇 饰）。精神几近崩溃，梅子被王天成送入医院治疗。孟深入调查，却在诡异的陷阱中越陷越深……
喋血孤城,常德大血战 / 卫战,吕良伟/安以轩/袁文康/杨紫/谢孟伟/范雷/刘奕君,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p605521063.jpg,沈东,剧情/历史/战争,汉语普通话,中国大陆,2010/8/19,1943年，侵华日军为了挽救必然失败的命运，挥军进犯湘西北军事重镇常德。驻守当地的国军第74军57师临危受命，八千代号虎贲的将士在师长余程万（吕良伟 饰）带领下，准备与数倍于己的敌人决一死战。
爱情36计,爱情三十六计,刘桦/陈晓东/田中千绘/孙兴/周晓鸥/吴京/谢娜/董勇/李光洁/黄娟/王迅,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p678870532.jpg,吴兵,喜剧/爱情,汉语普通话,中国大陆,2010/11/9,留着一撇小胡子的十三豆（刘桦 饰）是个终年研习兵法、靠写剧本为生的中年怪蜀黍。某天，十三豆原本想靠预测大师的名头骗网友咖喱小猫（谢娜 饰）上床，却被对方狠狠整治，醒过来后又被轿车拉到大奸商王天贵（孙兴 饰）的办公室。由于拖欠王天贵的稿子和定金，十三豆被迫要接下王总交给他的一个缺德任务，那就是拆散付满伦（陈晓东 饰）和辛心欣（田中千绘 饰）这对相亲相爱的小情侣。
天上掉下个林妹妹,,郑昊/刘庭羽/向能/李虎/薛刚/东靖川,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2475935376.jpg,赵小鸥/赵小溪,喜剧/爱情/悬疑/黑色电影,汉语普通话,中国大陆,2010/4/10,贾大伟（郑昊 饰）是一个杂货铺老板，生性善良且有点胆小怕事。这天，老婆因琐事与其吵架，大伟对这种无聊的争吵习以为常，待老婆出差走后，他打算做点什么事给回家的妻子一个惊喜。考虑半天，他决定买一张新的席梦思床垫，当他兴高彩烈的把床垫运回家，一转身的工夫床垫上竟躺着一位昏迷的姑娘林靖（刘庭羽 饰），这令大伟目瞪口呆。这时，刑满释放的任天一（刘虎 饰）正在大街上寻找失踪的邱雨（向能 饰），脑海中却反复闪现出狱之前典狱长和他进行的长谈，邱雨是林靖的男友，他先前是任天一生意上的伙伴，如今陷入了一场危机之中。余太平（薛刚 饰）和张小雷（东靖川 饰）受人雇佣，要他们查出贾大伟出轨的证据，一切尽在扑朔迷离之中......
我的雷人男友,,吴辰君/赵韦至/刘彦君,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p565940077.jpg,谢鸣晓,剧情/喜剧,汉语普通话,中国大陆,2010/8/13,明星韦小龙（赵韦至 饰）因不满签约公司为他找来的广告剧本，与老板宋光宗反目成仇，一拍两散。这边厢，在招聘会场应聘艺人助理的安雨婷（刘彦军 饰）和应聘保安的雷仁（赵韦至 饰）因一场误会有了关联。在宋光宗的办公室外，韦小龙的铁杆粉丝安雨婷意外听到宋光宗针对韦小龙的报复计划，急忙向后者转达，由此成为韦小龙安插在宋光宗身边的“卧底”，雷仁因为长相酷似韦小龙被宋光宗收用，安雨婷担任其助理。凭借安雨婷的情报，韦小龙多次欲拆穿雷仁真面目，却不料后者的演义事业在盲打误撞中稳步提升，拥有能源车事业的邝总（吴辰君 饰）也邀请雷仁代言。随着演义阅历的丰富，雷仁的优点开始逐渐改变了安雨婷对他的成见……
